timestamp,temperature,humidity
2020-06-08 16:25:13,21.9,73.9
2020-06-08 16:25:46,21.9,73.9
2020-06-08 16:26:16,21.9,73.9
2020-06-08 16:26:47,21.9,73.9
2020-06-08 16:27:17,21.9,73.9
2020-06-08 16:27:48,21.9,74.0
2020-06-08 16:28:18,21.9,73.9
2020-06-08 16:28:49,21.9,73.9
2020-06-08 16:29:19,21.9,73.9
2020-06-08 16:29:50,21.9,73.9
2020-06-08 16:30:21,21.9,74.0
2020-06-08 16:30:51,21.9,74.0
2020-06-08 16:31:22,22.0,74.0
2020-06-08 16:31:52,21.9,74.0
2020-06-08 16:32:23,21.9,74.0
2020-06-08 16:32:53,21.9,74.0
2020-06-08 16:33:24,21.9,74.0
2020-06-08 16:33:55,21.9,74.0
2020-06-08 16:34:25,21.9,74.1
2020-06-08 16:34:56,21.9,74.1
2020-06-08 16:35:26,21.9,74.1
2020-06-08 16:35:57,21.9,74.1
2020-06-08 16:36:27,21.9,74.0
2020-06-08 16:36:58,21.9,74.1
2020-06-08 16:37:28,21.9,74.2
2020-06-08 16:37:59,21.9,74.2
2020-06-08 16:38:30,21.9,74.2
2020-06-08 16:39:00,21.9,74.2
2020-06-08 16:39:31,21.9,74.2
2020-06-08 16:40:01,21.9,74.2
2020-06-08 16:40:34,21.9,74.4
2020-06-08 16:41:05,21.9,74.4
2020-06-08 16:41:35,21.9,74.4
2020-06-08 16:42:06,21.9,74.4
2020-06-08 16:42:36,21.8,74.4
2020-06-08 16:43:07,21.8,74.5
2020-06-08 16:43:38,21.9,74.6
2020-06-08 16:44:08,21.9,74.6
2020-06-08 16:44:39,21.9,74.5
2020-06-08 16:45:09,21.9,74.5
2020-06-08 16:45:40,21.9,74.5
2020-06-08 16:46:10,21.8,74.6
2020-06-08 16:46:41,21.9,74.6
2020-06-08 16:47:11,21.9,74.8
2020-06-08 16:47:42,21.9,74.7
2020-06-08 16:48:13,21.8,74.8
2020-06-08 16:48:46,21.8,75.0
2020-06-08 16:49:16,21.8,75.0
2020-06-08 16:49:49,21.8,74.8
2020-06-08 16:50:20,21.8,74.8
2020-06-08 16:50:53,21.8,75.1
2020-06-08 16:51:24,21.8,75.0
2020-06-08 16:51:57,21.8,75.1
2020-06-08 16:52:27,21.8,75.1
2020-06-08 16:52:58,21.8,75.1
2020-06-08 16:53:28,21.8,75.2
2020-06-08 16:53:59,21.8,75.3
2020-06-08 16:54:32,21.8,75.3
2020-06-08 16:55:02,21.8,75.3
2020-06-08 16:55:33,21.8,75.4
2020-06-08 16:56:06,21.8,75.1
2020-06-08 16:56:37,21.8,75.1
2020-06-08 16:57:07,21.8,75.1
2020-06-08 16:57:38,21.8,75.1
2020-06-08 16:58:08,21.8,75.4
2020-06-08 16:58:41,21.7,75.3
2020-06-08 16:59:12,21.8,75.4
2020-06-08 16:59:43,21.8,75.3
2020-06-08 17:00:13,21.8,75.4
2020-06-08 17:00:44,21.8,75.3
2020-06-08 17:01:14,21.8,75.2
2020-06-08 17:01:45,21.8,75.1
2020-06-08 17:02:15,21.8,75.1
2020-06-08 17:02:46,21.8,75.2
2020-06-08 17:03:16,21.8,75.0
2020-06-08 17:03:50,21.8,75.0
2020-06-08 17:04:20,21.8,75.0
2020-06-08 17:04:56,21.8,75.0
2020-06-08 17:05:26,21.8,75.0
